"sentence","label","knowledge_dimension","cognitive_process"
"Probe platinum wire for hidden damage from bin A1; investigate internal components; explore quality using pressure pad sensor.","Factual_Analyze","Factual","Analyze"
"Name storage category for zirconia bearing; recall environment class from bin A3; identify handling group via pneumatic gripper 1.","Conceptual_Remember","Conceptual","Remember"
"Investigate recovery procedure for temperature probe; analyze restart sequence from rack R1.","Procedural_Analyze","Procedural","Analyze"
"Judge storage appropriateness for epoxy resin block; evaluate environment class from the table 5; assess category via vacuum generator 1.","Conceptual_Evaluate","Conceptual","Evaluate"
"Turn on the potentiometer dial gently; engage the locking mechanism from shelf S10; push the start button via suction cup B.","Factual_Apply","Factual","Apply"
"Assess condition of circuit board from bin C3; evaluate packaging integrity; judge quality via thermal camera 1.","Factual_Evaluate","Factual","Evaluate"
"Formulate recovery strategy for platinum wire; generate self-diagnosis from shelf S5; create heuristic for laser scanner 1 pathfinding.","Metacognitive_Create","Metacognitive","Create"
"Classify vibration monitor samples from the table 8; arrange by attribute; order using lidar unit 1 output.","Factual_Analyze","Factual","Analyze"
"Debug failure gripping solenoid valve; analyze slip cause from shelf S9.","Metacognitive_Analyze","Metacognitive","Analyze"
"Formulate storage categories for gas detector; create environment definitions from bin B2.","Conceptual_Create","Conceptual","Create"
"Rate quality of aluminum bracket from station ST3; score condition on scale; grade appearance via suction cup A.","Factual_Evaluate","Factual","Evaluate"
"Carry out maintenance for kevlar strap; execute service routine from storage unit 6; perform inspection on servo controller 1 delicately.","Procedural_Apply","Procedural","Apply"
"State resource utilization for fuse holder; recall capacity remaining from station ST2; identify load for vacuum generator 1.","Metacognitive_Remember","Metacognitive","Remember"
"Position the stainless steel valve from the table 2; align the part with increased grip.","Factual_Apply","Factual","Apply"
"Implement shutdown for nylon gear; execute power-off from storage unit 6.","Procedural_Apply","Procedural","Apply"
"Activate the din rail using pressure pad sensor; toggle the power switch from the output chute.","Factual_Apply","Factual","Apply"
"Design adaptive control for solenoid valve; create self-regulation mechanism from shelf S10; develop adjustment protocol for joint 2.","Metacognitive_Create","Metacognitive","Create"
"Evaluate calibration accuracy for relay module; assess adjustment precision from zone Z2.","Procedural_Evaluate","Procedural","Evaluate"
"Describe testing methodology for pneumatic cylinder; explain validation process from bin B5; summarize verification for joint 4.","Procedural_Understand","Procedural","Understand"
"Activate the gas detector using torque sensor 1; toggle the power switch from zone Z3; press the reset button smoothly.","Factual_Apply","Factual","Apply"
"Use metacognitive strategies for humidity sensor; apply reflection from shelf S1.","Metacognitive_Apply","Metacognitive","Apply"
"Explain current system state for stepper driver; describe condition from bin C4; summarize status of proximity detector 2.","Metacognitive_Understand","Metacognitive","Understand"
"Interpret protocol framework for cable gland; explain procedure categories from the table 8; clarify method types via force sensor B.","Conceptual_Understand","Conceptual","Understand"
"Name storage category for copper wire; recall environment class from the table 3.","Conceptual_Remember","Conceptual","Remember"
"Predict resource consumption for temperature probe; estimate capacity needs from shelf S8; describe load for thermal camera 1.","Metacognitive_Understand","Metacognitive","Understand"
"State awareness level for ceramic capacitor task; recall attention state from bin B1; identify focus for vision sensor 1.","Metacognitive_Remember","Metacognitive","Remember"
"Validate specifications of chemical flask from bin A4; confirm tolerances; audit using suction cup B data.","Factual_Evaluate","Factual","Evaluate"
"State the category class for silicone gasket; recall sorting rule from workcell W7.","Conceptual_Remember","Conceptual","Remember"
"Name configuration steps for graphene membrane; recall setup procedure from bin B4.","Procedural_Remember","Procedural","Remember"
"Invent new category for pressure sensor; design classification for items from storage unit 3.","Conceptual_Create","Conceptual","Create"
"Apply self-monitoring during plastic bag task; use awareness techniques from the output chute; implement self-regulation for vacuum generator 1 accurately.","Metacognitive_Apply","Metacognitive","Apply"
"Formulate configuration process for pneumatic cylinder; create setup procedure from shelf S7; design initialization for rotary actuator 1.","Procedural_Create","Procedural","Create"
"Classify cellphone samples from workcell W3; arrange by attribute.","Factual_Analyze","Factual","Analyze"
"Implement hazardous rules for encoder wheel; apply safety principles from shelf S5; use protective method via tactile sensor array.","Conceptual_Apply","Conceptual","Apply"
"Plan new route for red apple; compose automation script from bin C1; program custom loop for lidar unit 3.","Procedural_Create","Procedural","Create"
"Rate self-awareness for proximity switch task; assess monitoring accuracy from zone Z1; evaluate self-regulation of lidar unit 1.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Debug configuration process for hydraulic pump; analyze setup issues from the table 7.","Procedural_Analyze","Procedural","Analyze"
"Explain learning curve for kevlar strap; describe skill progress from workcell W1; interpret development for lidar unit 3.","Metacognitive_Understand","Metacognitive","Understand"
"Explain learning curve for encoder wheel; describe skill progress from storage unit 5.","Metacognitive_Understand","Metacognitive","Understand"
"Evaluate calibration accuracy for metal gear; assess adjustment precision from conveyor belt 3; rate tuning of force sensor B.","Procedural_Evaluate","Procedural","Evaluate"
"Plan reflective practice for tennis ball; create self-assessment protocol from zone Z1; design evaluation framework for rotary actuator 2.","Metacognitive_Create","Metacognitive","Create"
"Execute recovery procedure for junction box; run restart sequence from rack R2.","Procedural_Apply","Procedural","Apply"
"Summarize storage principles for lead-free solder; explain environmental categories from shelf S9.","Conceptual_Understand","Conceptual","Understand"
"Activate the polycarbonate shield using ultrasonic sensor 2; toggle the power switch from bin A3.","Factual_Apply","Factual","Apply"
"Probe theoretical basis for steel wrench; investigate foundations from bin C3.","Conceptual_Analyze","Conceptual","Analyze"
"Evaluate protocol selection for gas detector; assess procedure category from bin A2; judge method via servo controller 1.","Conceptual_Evaluate","Conceptual","Evaluate"
"Generate confidence calibration for teflon washer; create certainty validation from zone Z5; develop reliability metrics for proximity detector 1.","Metacognitive_Create","Metacognitive","Create"
"State self-assessment of humidity sensor handling; recall evaluation outcome from workcell W1.","Metacognitive_Remember","Metacognitive","Remember"
"Recognize stepper driver belongs to category; identify group classification from storage unit 5.","Conceptual_Remember","Conceptual","Remember"
"Plan new route for nickel alloy rod; compose automation script from storage unit 6.","Procedural_Create","Procedural","Create"
"List safety steps for limit sensor; recall login password from shelf S10; state emergency stop for vision sensor 2.","Procedural_Remember","Procedural","Remember"
"Name maintenance procedure for sapphire lens; recall service steps from the table 5; list inspection routine for joint 6.","Procedural_Remember","Procedural","Remember"
"Formulate storage categories for silicon wafer; create environment definitions from bin A2.","Conceptual_Create","Conceptual","Create"
"Apply awareness enhancement for hydraulic pump; use attention techniques from bin A4; implement focus control for ultrasonic sensor 2 following safety rules.","Metacognitive_Apply","Metacognitive","Apply"
